text,nic_code,nic_label,division
bridge construction,42101,Construction of bridges and tunnels,Construction
we have a bus transport service,49221,Long distance bus services,Transport
i do parcel delivery,53200,Courier activities,Transport
i do glass bangle making in india,23106,Manufacture of glass bangles,Manufacturing
i run a saree weaving for domestic market,13122,Weaving of silk fabrics,Manufacturing
we deal in toy making,32401,Manufacture of dolls and toy animals,Manufacturing
i run a doctor medical practice as msme,86201,Medical practice activities,Healthcare
my work is cutting tool manufacturing on small scale,25931,Manufacture of cutlery,Manufacturing
i do kirana store,47211,Retail sale of food products,Trade
our business is internet service provider in my city,61104,Activities providing internet access,IT Services
i am doing ceramic tile manufacturing for local market,23921,Manufacture of bricks,Manufacturing
industry: medical device manufacturing for local market,32504,Manufacture of medical instruments,Manufacturing
i do electrical installation as msme,43211,Installation of electrical wiring,Construction
we are into my business is wheat cultivation on small scale,1111,Growing of wheat,Agriculture
we have a aerated drinks manufacturing,11041,Manufacture of aerated drinks,Manufacturing
we have a silver jewellery for export,32111,Manufacture of jewellery of gold silver,Manufacturing
we have a masala powder making,10795,Grinding and processing of spices,Manufacturing
we are into sugarcane cultivation,1140,Growing of sugar cane,Agriculture
this unit is involved in onion farming in nashik,1133,Growing of onion,Agriculture
i am doing paint manufacturing in india,20221,Manufacture of paints and varnishes,Manufacturing
we are into plywood manufacturing,16211,Manufacture of plywood and veneer,Manufacturing
nursing home,86100,Hospital activities,Healthcare
herbal medicine production in india,21003,Manufacture of ayurvedic pharmaceutical preparations,Manufacturing
industry: medicine manufacturing allopathic in my city,21002,Manufacture of allopathic pharmaceutical preparations,Manufacturing
i run a i raise chickens in my city,1461,Raising and breeding of poultry,Agriculture
security guard agency,80100,Private security activities,Services
the company is engaged in college,85301,Higher education,Education
business activity: tailoring alteration for export,95292,Repair and alteration of clothing,Services
we are into auto parts manufacturing on small scale,29301,Manufacture of motor vehicle parts,Manufacturing
the company is engaged in civil engineer consultant,71100,Architectural and engineering activities,Professional
my work is zari work business,13992,Zari work and ornamental trimmings,Manufacturing
auto parts manufacturing,29301,Manufacture of motor vehicle parts,Manufacturing
business activity: limestone mining,8107,Mining of limestone,Mining
paint manufacturing,20221,Manufacture of paints and varnishes,Manufacturing
we have a medical device manufacturing on small scale,32504,Manufacture of medical instruments,Manufacturing
the company is engaged in knife scissors making in my village,25931,Manufacture of cutlery,Manufacturing
industry: medicine manufacturing allopathic,21002,Manufacture of allopathic pharmaceutical preparations,Manufacturing
we do switch socket manufacturing in my village,27331,Manufacture of switch and socket,Manufacturing
i own a cardboard box making,17023,Manufacture of card board boxes,Manufacturing
our business is coffee plantation,1272,Growing of coffee,Agriculture
i own a prawn farming on small scale,3221,Fish farming in freshwater,Agriculture
our business is we grow sugarcane for local market,1140,Growing of sugar cane,Agriculture
i own a advertising agency at home,73100,Advertising,Professional
i do road construction for export,42101,Construction of highways and roads,Construction
egg production farm for domestic market,1462,Production of eggs,Agriculture
business activity: chili farming in india,1282,Growing of chili,Agriculture
i am doing coal mining as msme,5101,Opencast mining of hard coal,Mining
gold jewellery making at home,32111,Manufacture of jewellery of gold silver,Manufacturing
soap making,20231,Manufacture of soap all forms,Manufacturing
fireworks manufacturing on small scale,20292,Manufacture of explosives and fireworks,Manufacturing
we are into hotel restaurant for export,55101,Hotels and motels providing lodging,Hospitality
business activity: mobile bike repair shop,45403,Maintenance of motorcycles and scooters,Trade
i own a dairy product making ghee butter at home,10504,Manufacture of cream butter cheese ghee,Manufacturing
bicycle repair,95291,Repair of bicycles,Services
we have a furniture making wood in my village,31001,Manufacture of furniture of wood,Manufacturing
i run a furniture making wood for local market,31001,Manufacture of furniture of wood,Manufacturing
i own a cold storage warehouse for export,52101,Warehousing of refrigerated goods,Transport
i run a real estate agent broker,68200,Real estate activities on fee basis,Real Estate
my work is fast food centre at home,56102,Cafeterias and fast food restaurants,Hospitality
we are into i am a tailor in my village,14105,Custom tailoring,Manufacturing
we are into coconut farming,1261,Growing of coconut,Agriculture
i run a electronic goods shop in my city,47420,Retail sale of audio and video equipment,Trade
the company is engaged in iodized salt processing on small scale,10798,Processing of salt into food grade salt,Manufacturing
placement agency hr for export,78100,Activities of employment placement agencies,Services
industry: we make washing powder,20233,Manufacture of detergent,Manufacturing
our business is knitting hosiery unit for domestic market,13913,Manufacture of knitted synthetic fabrics,Manufacturing
our business is cotton yarn spinning,13111,Preparation and spinning of cotton fiber,Manufacturing
i run a iron ore mining for export,7100,Mining of iron ores,Mining
skill training institute iti in my village,85221,Technical and vocational education,Education
sports goods manufacturing,32300,Manufacture of sports goods,Manufacturing
dairy farming,1412,Production of milk from cows or buffaloes,Agriculture
we have a travel agency on small scale,52291,Activities of travel agents,Transport
my work is software development for local market,62011,Writing and modifying computer programs,IT Services
i do furniture shop in my village,47591,Retail sale of household furniture,Trade
our business is i grow coconuts for domestic market,1261,Growing of coconut,Agriculture
i run a hotel restaurant in my village,55101,Hotels and motels providing lodging,Hospitality
the company is engaged in clothing shop as msme,47711,Retail sale of readymade garments,Trade
industry: i make soap at home for local market,20231,Manufacture of soap all forms,Manufacturing
our business is cattle feed manufacturing,10801,Manufacture of cattle feed,Manufacturing
we are into computer training centre,85491,Academic tutoring services,Education
we have a garment stitching,14101,Manufacture of textile garments,Manufacturing
